2016-10-01 21:50:10.000,0,40.625,47.266,0.006,0.003,0,2.15,1.009,0.838,1.47,0.034,151.8,1303.28,1267.11,6.496,6.459,665.62,635.496,661.745,631.599,9350,73712,76538,47805,160,184,70,95,46.608,0.35,7.29,26.396,6.742,7.754,26.836,3001.88,2960.88,399.406,398.672,-0.146,-0.049,-0.244,-0.049,0,68.359,14.13,12.734,25.664,28.623,0,0.875,0,0.854,13.965,0.875,6.445,0.327,27.1,0.278,26.367,0.063,5.615,0,1067.13,0.303,0.298,423.25,26.709,25,0,1549,1280,1.3,0,0,0,0,0,0
2016-10-01 21:50:20.000,0.0976563,40.723,47.266,0.009,0.003,-0.146,3.55,1.009,0.837,1.47,0.034,150.3,1303.28,1267.11,6.496,6.459,665.62,635.496,661.745,631.599,9350,73712,76538,47805,160,185,69,94,46.608,0.35,7.28,26.367,6.746,7.769,26.807,3003.88,2962.88,398.438,396.719,-0.146,-0.049,-0.244,-0.049,0,68.359,14.12,12.773,25.664,28.594,0,0.875,0.146,0.854,15.234,0.875,6.445,0.327,27.1,0.283,24.414,0.063,5.371,0,1093.19,0.298,0.303,423,26.709,25,0,1549,1280,1.3,0,0,0,0,0,0
2016-10-01 21:50:30.000,0.0976563,40.918,47.461,0.006,0.003,0,5.05,1.009,0.838,1.47,0.034,148.7,1303.28,1267.11,6.496,6.459,665.62,635.496,661.745,631.599,9350,73712,76538,47805,160,185,69,94,46.608,0.35,7.29,26.367,6.746,7.769,26.807,3011.63,2962.88,397.453,396.484,-0.146,-0.049,-0.244,-0.049,0,68.359,14.13,12.742,25.664,28.623,0,0.875,0.146,0.854,15.234,0.875,6.445,0.327,27.1,0.278,26.367,0.063,5.127,0,1067.13,0.3,0.303,423.516,26.66,25,0,1549,1280,1.3,0,0,0,0,0,0
2016-10-01 21:50:40.000,0,40.137,47.266,0.009,0.003,-0.293,6.45,1.009,0.838,1.47,0.034,147.2,1303.28,1267.11,6.496,6.459,665.62,635.496,661.745,631.599,9350,73712,76538,47805,161,185,69,94,46.608,0.35,7.29,26.338,6.75,7.759,26.807,3001.88,2962.88,398.188,395.016,-0.117,-0.068,-0.264,-0.068,0,68.359,14.13,12.758,25.664,28.594,0,0.875,0.146,0.854,15.234,0.875,6.445,0.327,27.832,0.283,26.367,0.068,5.859,0,1080.06,0.295,0.303,423.766,26.66,25,0,1549,1280,1.3,0,0,0,0,0,0
2016-10-01 21:50:50.000,0,40.625,47.168,0.006,0.003,0,7.95,1.009,0.838,1.47,0.034,145.6,1303.28,1267.11,6.496,6.459,665.62,635.496,661.745,631.599,9350,73712,76538,47805,160,185,69,95,46.608,0.35,7.28,26.338,6.754,7.759,26.807,3007.75,2966.75,398.188,396.719,-0.117,-0.068,-0.264,-0.068,0,65.918,14.13,12.695,25.664,28.623,0,0.875,0.293,0.854,16.504,0.875,5.371,0.327,27.1,0.283,25.879,0.063,5.371,0,1067.44,0.3,0.298,423.25,26.66,25,0,1549,1280,1.3,0,0,0,0,0,0
2016-10-01 21:51:00.000,0.0976563,40.723,47.461,0.009,0.003,-0.146,9.35,1.01,0.838,1.47,0.034,144.2,1303.28,1267.11,6.496,6.459,665.62,635.496,661.745,631.599,9350,73712,76538,47805,160,184,69,95,46.608,0.35,7.28,26.338,6.75,7.764,26.807,3011.63,2968.75,398.922,395.984,-0.117,-0.068,-0.264,-0.068,0,70.801,14.12,12.789,25.664,28.594,0,0.875,0.146,0.854,16.504,0.875,7.52,0.327,26.367,0.283,25.879,0.068,5.615,0,1067.44,0.295,0.3,423,26.66,25,0,1549,1280,1.3,0,0,0,0,0,0
2016-10-01 21:51:10.000,0,40.82,47.07,0.006,0.003,0,10.95,1.01,0.838,1.47,0.034,142.5,1303.28,1267.11,6.496,6.459,665.62,635.496,661.745,631.599,9350,73712,76538,47805,160,184,69,95,46.608,0.35,7.28,26.309,6.754,7.764,26.777,3011.63,2964.75,397.203,397.703,-0.137,-0.039,-0.234,-0.039,0,65.918,14.12,12.703,25.664,28.594,0,0.875,0,0.854,12.695,0.875,7.52,0.327,27.832,0.283,25.879,0.063,5.371,0,1067.13,0.298,0.3,423.516,26.66,25,0,1549,1280,1.3,0,0,0,0,0,0
2016-10-01 21:51:20.000,0.0976563,40.723,47.266,0.009,0.003,0,12.25,1.009,0.838,1.47,0.034,141.1,1303.28,1267.11,6.496,6.459,665.62,635.496,661.745,631.599,9350,73712,76538,47805,159,185,70,95,46.608,0.35,7.285,26.309,6.754,7.749,26.777,3003.88,2966.75,397.938,397.703,-0.137,-0.039,-0.234,-0.039,0,70.801,14.12,12.805,25.664,28.594,0.391,0.875,0,0.854,16.504,0.875,7.52,0.327,26.367,0.283,24.414,0.068,5.371,0,1066.88,0.303,0.298,423.766,26.611,25,0,1549,1280,1.3,0,0,0,0,0,0
2016-10-01 21:51:30.000,0,41.211,47.07,0.006,0.003,0,13.8,1.01,0.837,1.47,0.034,139.6,1303.28,1267.11,6.496,6.459,665.62,635.496,661.745,631.599,9350,73712,76538,47805,158,185,70,94,46.608,0.35,7.3,26.309,6.754,7.764,26.777,2996,2964.75,398.922,397.938,-0.137,-0.088,-0.234,-0.088,0,65.918,14.13,12.711,25.664,28.623,0,0.875,0,0.854,15.234,0.875,7.52,0.327,27.1,0.278,26.855,0.063,5.615,0,1067.13,0.295,0.298,423.25,26.611,25,0,1549,1280,1.3,0,0,0,0,0,0
2016-10-01 21:51:40.000,0.0976563,41.113,47.461,0.009,0.003,-0.293,15.15,1.01,0.838,1.47,0.034,138.2,1303.28,1267.11,6.496,6.459,665.62,635.496,661.745,631.599,9350,73712,76538,47805,158,185,69,94,46.608,0.35,7.285,26.309,6.754,7.769,26.777,3003.88,2962.88,399.156,400.625,-0.186,-0.088,-0.283,-0.088,0,68.359,14.13,12.711,25.664,28.623,0.391,0.875,0,0.854,13.965,0.875,6.445,0.327,27.832,0.278,26.855,0.063,5.615,0,1080.38,0.303,0.3,423.25,26.611,25,0,1549,1280,1.3,0,0,0,0,0,0
